id,year,semester,college,department,departmentName,courseId,division,divisionName,grade,className,courseName,credits,courseType,capacity,confirmed,enrolled,remaining,teacher,classroom,monday,tuesday,wednesday,thursday,friday,saturday,sunday,scheduleJson,restrictions,notes,detailUrl,fetchedAtUtc
103-3-KH-D534-A-3-A,103,3,人文社會科學院,KH,運動健康與休閒學系,D534,A,大學部,3,A,自行車運動休閒實務,3,選,1,1,,0,張景弘,,"2,3, 4,6, 7,8",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2"", ""3"", ""4"", ""6"", ""7"", ""8""], ""raw"": ""2,3, 4,6, 7,8""}]",,屬第一類課程，上課時間：104年6月30日起至104年7月10日止(週一至週五第2~4節、第6~8節)共54小時，指定A0991266同學選課，不開放外校選課。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=KH&Cono=D534,2026-08-26T18:12:12+00:00
103-3-KH-D032-A-4-A,103,3,人文社會科學院,KH,運動健康與休閒學系,D032,A,大學部,4,A,運動健康與休閒學實作,2,必,6,6,,0,李福恩,H1--209,"5,6, 7,8",,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""5"", ""6"", ""7"", ""8""], ""raw"": ""5,6, 7,8""}]",,屬第一類課程，上課時間：104年6月30日起至104年7月10日止(週一至週五第5~8節)共36小時，指定同學選課，不開放外校選課。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=KH&Cono=D032,2026-08-26T18:12:12+00:00
103-3-CC-035E-A-1-A,103,3,共同與通識課程,CC,核心通識,035E,A,大學部,1,A,服務學習-國際服務,3,選,10,5,,5,陳德興,,"3,4","3,4","3,4",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,屬第二類課程，校內上課0712-0812；校外實習0820-0902(限參加印尼國際志工團之同學選修，由教師指定加簽)。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=CC&Cono=035E,2026-08-26T18:12:12+00:00
103-3-CC-I121-A-1-A,103,3,共同與通識課程,CC,核心通識,I121,A,大學部,1,A,哲學基本問題,3,選,50,16,,34,陳德興,L01-101,"5,6, 7","5,6, 7","5,6, 7",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}]",禁止外加 外加,報名已截止。本課程屬夏季大學課程，課程期間:7/6-8/12；請至 進行選課http://eportfolio.ntu.edu.tw/summer/Student/Login_stu.aspx。,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=CC&Cono=I121,2026-08-26T18:12:12+00:00
103-3-GR-F30C-A-4-A,103,3,共同與通識課程,GR,共同必修系列,F30C,A,大學部,4,A,服務學習培養(學務處 生輔組 A),0,必,10,2,,8,王美玲,,X,,,,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""X""], ""raw"": ""X""}]",,"7/10前報名截止,上課時間及上課地點:請找學務處王教官,限本校大四應屆畢業生補修學分。",https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=GR&Cono=F30C,2026-08-26T18:12:12+00:00
103-3-LI-A793-A-1-A,103,3,共同與通識課程,LI,通識人文科學類,A793,A,大學部,1,A,世界音樂之社會議題,2,選,60,3,,57,陳怡靜,L01-103,,"2,3, 4",,"2,3, 4",,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,報名已截止。本課程屬夏季大學課程，課程期間:7/14-8/20；請至 進行選課http://eportfolio.ntu.edu.tw/summer/Student/Login_stu.aspx,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=LI&Cono=A793,2026-08-26T18:12:12+00:00
103-3-LI-A973-A-1-A,103,3,共同與通識課程,LI,通識人文科學類,A973,A,大學部,1,A,設計美學與文化經濟,2,選,60,1,,59,陳紫婷,L01-103,,"5,6, 7",,"5,6, 7",,,,"[{""day"": 2, ""dayName"": ""星期二"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}, {""day"": 4, ""dayName"": ""星期四"", ""periods"": [""5"", ""6"", ""7""], ""raw"": ""5,6, 7""}]",,報名已截止。本課程屬夏季大學課程，課程期間:7/7-8/13；請至 進行選課http://eportfolio.ntu.edu.tw/summer/Student/Login_stu.aspx,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=LI&Cono=A973,2026-08-26T18:12:12+00:00
103-3-SO-A253-A-1-A,103,3,共同與通識課程,SO,通識社會科學類,A253,A,大學部,1,A,高雄學,2,選,50,2,,48,洪聖斐 楊鈞池,L02-101,"3,4, 5,6",,"3,4, 5,6",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3"", ""4"", ""5"", ""6""], ""raw"": ""3,4, 5,6""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3"", ""4"", ""5"", ""6""], ""raw"": ""3,4, 5,6""}]",,報名已截止。本課程屬夏季大學課程，課程期間:8/3-8/31；請至 進行選課http://eportfolio.ntu.edu.tw/summer/Student/Login_stu.aspx,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=SO&Cono=A253,2026-08-26T18:12:12+00:00
103-3-SO-A564-A-1-A,103,3,共同與通識課程,SO,通識社會科學類,A564,A,大學部,1,A,感官饗宴與生活文化,2,選,50,8,,42,外校老師,L02-102,"3,4","3,4","3,4",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""3"", ""4""], ""raw"": ""3,4""}]",,報名已截止。本課程屬夏季大學課程，謝忠志老師；課程期間:7/6-8/12；請至 進行選課http://eportfolio.ntu.edu.tw/summer/Student/Login_stu.aspx,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=SO&Cono=A564,2026-08-26T18:12:12+00:00
103-3-SO-A892-A-1-A,103,3,共同與通識課程,SO,通識社會科學類,A892,A,大學部,1,A,金融陷阱,2,選,50,15,,35,蔡宗廷,L01-101,"2,3, 4","2,3, 4","2,3, 4",,,,,"[{""day"": 1, ""dayName"": ""星期一"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}, {""day"": 2, ""dayName"": ""星期二"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}, {""day"": 3, ""dayName"": ""星期三"", ""periods"": [""2"", ""3"", ""4""], ""raw"": ""2,3, 4""}]",,報名已截止。本課程屬夏季大學課程，課程期間:7/27-8/19；請至 進行選課http://eportfolio.ntu.edu.tw/summer/Student/Login_stu.aspx,https://course.nuk.edu.tw/QueryCourse/tcontent.asp?OpenYear=103&Helf=3&Sclass=SO&Cono=A892,2026-08-26T18:12:12+00:00
